Elevation_ft_NAVD88,Elevation_ft_NGVD29,Area_acres_01,Capacity_acrefeet_01,Area_acres_int,Capacity_acrefeet_int,Area_percent_dif,Capacity_percent_dif
3708.62,3705.71,163208.39,26082612.08,163245.18,26086719.59,0.02,0.02
3708.63,3705.72,163215.56,26084205.94,163252.39,26088350.76,0.02,0.02
3708.64,3705.73,163222.72,26085839.73,163259.6,26089981.94,0.02,0.02
3708.65,3705.74,163229.98,26087473.59,163266.81,26091613.11,0.02,0.02
3708.66,3705.75,163237.18,26089107.51,163274.01,26093243.92,0.02,0.02
3708.67,3705.76,163244.35,26090741.52,163281.28,26094877.47,0.02,0.02
3708.68,3705.77,163252.19,26092375.59,163288.56,26096511.02,0.02,0.02
3708.69,3705.78,163259.5,26094009.75,163295.83,26098144.57,0.02,0.02
3708.7,3705.79,163266.71,26095643.97,163303.1,26099778.12,0.02,0.02
3708.71,3705.8,163273.93,26097278.27,163310.37,26101411.67,0.02,0.02
3708.72,3705.81,163281.24,26098912.64,163317.64,26103045.22,0.02,0.02
3708.73,3705.82,163288.48,26100547.08,163324.92,26104678.77,0.02,0.02
3708.74,3705.83,163295.46,26102181.6,163332.19,26106312.32,0.02,0.02
3708.75,3705.84,163302.71,26103816.18,163339.46,26107945.87,0.02,0.02
3708.76,3705.85,163310.04,26105450.85,163346.73,26109579.42,0.02,0.02
3708.77,3705.86,163317.32,26107085.58,163354,26111212.97,0.02,0.02
3708.78,3705.87,163324.55,26108720.39,163361.28,26112846.52,0.02,0.02
3708.79,3705.88,163331.77,26110355.26,163368.55,26114480.07,0.02,0.02
3708.8,3705.89,163339.05,26111990.22,163375.82,26116113.62,0.02,0.02
3708.81,3705.9,163346.3,26113625.24,163383.09,26117747.17,0.02,0.02
3708.82,3705.91,163353.6,26115260.34,163390.36,26119380.73,0.02,0.02
3708.83,3705.92,163360.83,26116895.51,163397.64,26121014.28,0.02,0.02
3708.84,3705.93,163368.13,26118530.75,163404.91,26122647.83,0.02,0.02
3708.85,3705.94,163375.42,26120166.06,163412.18,26124281.38,0.02,0.02
3708.86,3705.95,163382.69,26121801.45,163419.45,26125914.93,0.02,0.02
3708.87,3705.96,163389.94,26123436.91,163426.72,26127548.48,0.02,0.02
3708.88,3705.97,163397.24,26125032.55,163434,26129182.03,0.02,0.02
3708.89,3705.98,163404.56,26126668.16,163441.27,26130815.58,0.02,0.02
3708.9,3705.99,163411.84,26128303.84,163448.54,26132449.13,0.02,0.02
3708.91,3706,163419.14,26129939.59,163455.81,26134082.68,0.02,0.02
3708.92,3706.01,163426.46,26131575.41,163463.09,26135716.23,0.02,0.02
3708.93,3706.02,163433.74,26133211.31,163470.36,26137349.78,0.02,0.02
3708.94,3706.03,163441.03,26134847.28,163477.63,26138983.33,0.02,0.02
3708.95,3706.04,163448.38,26136483.32,163484.9,26140616.88,0.02,0.02
3708.96,3706.05,163455.62,26138119.44,163492.17,26142250.43,0.02,0.02
3708.97,3706.06,163462.94,26139755.63,163499.45,26143883.98,0.02,0.02
3708.98,3706.07,163470.3,26141391.89,163506.72,26145517.53,0.02,0.02
3708.99,3706.08,163477.65,26143028.23,163513.99,26147151.17,0.02,0.02
3709,3706.09,163485.04,26144664.64,163521.29,26148787.11,0.02,0.02
3709.01,3706.1,163492.31,26146301.12,163528.58,26150423.06,0.02,0.02
3709.02,3706.11,163499.65,26147937.68,163535.88,26152059,0.02,0.02
3709.03,3706.12,163506.92,26149574.31,163543.18,26153694.94,0.02,0.02
3709.04,3706.13,163514.17,26151211.01,163550.48,26155330.88,0.02,0.02
3709.05,3706.14,163521.5,26152847.79,163557.77,26156966.82,0.02,0.02
3709.06,3706.15,163528.83,26154484.63,163565.07,26158602.77,0.02,0.02
3709.07,3706.16,163536.12,26156121.56,163572.37,26160238.71,0.02,0.02
3709.08,3706.17,163543.52,26157758.55,163579.66,26161874.65,0.02,0.02
3709.09,3706.18,163550.85,26159395.62,163586.96,26163510.59,0.02,0.02
3709.1,3706.19,163558.1,26161032.76,163594.26,26165146.53,0.02,0.02
3709.11,3706.2,163565.53,26162669.98,163601.55,26166782.48,0.02,0.02
3709.12,3706.21,163572.77,26164307.27,163608.85,26168418.42,0.02,0.02
3709.13,3706.22,163579.79,26165904.69,163616.15,26170054.36,0.02,0.02
3709.14,3706.23,163587.05,26167542.12,163623.44,26171690.3,0.02,0.02
3709.15,3706.24,163594.39,26169179.63,163630.74,26173326.24,0.02,0.02
3709.16,3706.25,163601.66,26170817.21,163638.04,26174962.19,0.02,0.02
3709.17,3706.26,163608.96,26172454.86,163645.34,26176598.13,0.02,0.02
3709.18,3706.27,163616.3,26174092.59,163652.63,26178234.07,0.02,0.02
3709.19,3706.28,163623.6,26175730.38,163659.93,26179870.01,0.02,0.02
3709.2,3706.29,163630.92,26177368.26,163667.23,26181505.95,0.02,0.02
3709.21,3706.3,163638.2,26179006.2,163674.52,26183141.89,0.02,0.02
3709.22,3706.31,163645.47,26180644.22,163681.82,26184777.84,0.02,0.02
3709.23,3706.32,163652.69,26182282.31,163689.12,26186413.78,0.02,0.02
3709.24,3706.33,163660.03,26183920.47,163696.41,26188049.72,0.02,0.02
3709.25,3706.34,163667.28,26185558.7,163703.71,26189685.66,0.02,0.02
3709.26,3706.35,163674.51,26187197.01,163711.01,26191321.6,0.02,0.02
3709.27,3706.36,163681.77,26188835.39,163718.3,26192957.55,0.02,0.02
3709.28,3706.37,163689.14,26190473.85,163725.6,26194593.49,0.02,0.02
3709.29,3706.38,163696.44,26192112.37,163732.9,26196229.43,0.02,0.02
3709.3,3706.39,163703.74,26193750.97,163740.2,26197865.37,0.02,0.02
3709.31,3706.4,163711.01,26195389.65,163747.49,26199501.31,0.02,0.02
3709.32,3706.41,163718.31,26197028.39,163754.78,26201137.8,0.02,0.02
3709.33,3706.42,163725.57,26198667.21,163762.02,26202776.13,0.02,0.02
3709.34,3706.43,163732.76,26200306.1,163769.26,26204414.46,0.02,0.02
3709.35,3706.44,163739.96,26201945.07,163776.5,26206052.78,0.02,0.02
3709.36,3706.45,163747.19,26203584.1,163783.74,26207691.11,0.02,0.02
3709.37,3706.46,163754.47,26205223.21,163790.98,26209329.44,0.02,0.02
3709.38,3706.47,163761.42,26206822.41,163798.22,26210967.76,0.02,0.02
3709.39,3706.48,163768.69,26208461.66,163805.46,26212606.09,0.02,0.02
3709.4,3706.49,163775.93,26210100.99,163812.7,26214244.42,0.02,0.02
3709.41,3706.5,163783.23,26211740.38,163819.94,26215882.74,0.02,0.02
3709.42,3706.51,163790.55,26213379.85,163827.18,26217521.07,0.02,0.02
3709.43,3706.52,163797.79,26215019.4,163834.43,26219159.4,0.02,0.02
3709.44,3706.53,163805.05,26216659.01,163841.67,26220797.72,0.02,0.02
3709.45,3706.54,163812.33,26218298.7,163848.91,26222436.05,0.02,0.02
3709.46,3706.55,163819.53,26219938.46,163856.15,26224074.38,0.02,0.02
3709.47,3706.56,163826.78,26221578.29,163863.39,26225712.7,0.02,0.02
3709.48,3706.57,163834.01,26223218.2,163870.63,26227351.03,0.02,0.02
3709.49,3706.58,163841.23,26224858.18,163877.87,26228989.36,0.02,0.02
3709.5,3706.59,163848.45,26226498.23,163885.11,26230627.68,0.02,0.02
3709.51,3706.6,163855.72,26228138.35,163892.35,26232266.01,0.02,0.02
3709.52,3706.61,163862.91,26229778.54,163899.59,26233904.34,0.02,0.02
3709.53,3706.62,163870.11,26231418.81,163906.83,26235542.66,0.02,0.02
3709.54,3706.63,163877.4,26233059.15,163914.07,26237180.99,0.02,0.02
3709.55,3706.64,163884.71,26234699.56,163921.31,26238819.32,0.02,0.02
3709.56,3706.65,163891.88,26236340.05,163928.56,26240457.64,0.02,0.02
3709.57,3706.66,163899.07,26237980.6,163935.8,26242095.97,0.02,0.02
3709.58,3706.67,163906.33,26239621.23,163943.04,26243734.3,0.02,0.02
3709.59,3706.68,163913.54,26241261.93,163950.28,26245372.62,0.02,0.02
3709.6,3706.69,163920.72,26242902.71,163957.52,26247010.95,0.02,0.02
3709.61,3706.7,163928.09,26244543.55,163964.76,26248649.28,0.02,0.02
3709.62,3706.71,163935.3,26246184.47,163972,26250287.6,0.02,0.02
3709.63,3706.72,163942.54,26247785.44,163979.24,26251925.93,0.02,0.02
3709.64,3706.73,163949.84,26249426.5,163986.48,26253564.26,0.02,0.02
3709.65,3706.74,163957.06,26251067.64,163993.79,26255204.43,0.02,0.02
3709.66,3706.75,163964.33,26252708.84,164001.18,26256847.14,0.02,0.02
3709.67,3706.76,163971.4,26254350.12,164008.58,26258489.85,0.02,0.02
3709.68,3706.77,163978.69,26255991.48,164015.98,26260132.56,0.02,0.02
3709.69,3706.78,163985.9,26257632.91,164023.37,26261775.27,0.02,0.02
3709.7,3706.79,163993.16,26259274.4,164030.77,26263417.98,0.02,0.02
3709.71,3706.8,164000.37,26260915.98,164038.16,26265060.69,0.02,0.02
3709.72,3706.81,164007.63,26262557.62,164045.56,26266703.4,0.02,0.02
3709.73,3706.82,164014.85,26264199.34,164052.96,26268346.11,0.02,0.02
3709.74,3706.83,164022.1,26265841.12,164060.35,26269988.82,0.02,0.02
3709.75,3706.84,164029.31,26267482.99,164067.75,26271631.53,0.02,0.02
3709.76,3706.85,164036.54,26269124.92,164075.14,26273274.24,0.02,0.02
3709.77,3706.86,164043.8,26270766.92,164082.54,26274916.95,0.02,0.02
3709.78,3706.87,164050.99,26272409,164089.94,26276559.66,0.02,0.02
3709.79,3706.88,164058.21,26274051.15,164097.33,26278202.38,0.02,0.02
3709.8,3706.89,164065.56,26275693.38,164104.73,26279845.09,0.02,0.02
3709.81,3706.9,164072.79,26277335.67,164112.12,26281487.8,0.02,0.02
3709.82,3706.91,164080.04,26278978.04,164119.52,26283130.51,0.02,0.02
3709.83,3706.92,164087.21,26280620.48,164126.92,26284773.22,0.02,0.02
3709.84,3706.93,164094.52,26282262.99,164134.31,26286415.93,0.02,0.02
3709.85,3706.94,164101.75,26283905.58,164141.71,26288058.64,0.02,0.02
3709.86,3706.95,164108.93,26285548.24,164149.1,26289701.35,0.02,0.02
3709.87,3706.96,164116.2,26287190.97,164156.5,26291344.06,0.02,0.02
3709.88,3706.97,164123.49,26288793.7,164163.9,26292986.77,0.02,0.02
3709.89,3706.98,164130.74,26290436.58,164171.29,26294629.48,0.02,0.02
3709.9,3706.99,164142.81,26292079.54,164178.69,26296272.19,0.02,0.02
3709.91,3707,164150.03,26293722.61,164186.08,26297914.9,0.02,0.02
3709.92,3707.01,164157.28,26295365.75,164193.48,26299557.61,0.02,0.02
3709.93,3707.02,164164.48,26297008.96,164200.88,26301200.32,0.02,0.02
3709.94,3707.03,164171.7,26298652.24,164208.27,26302843.03,0.02,0.02
3709.95,3707.04,164178.98,26300295.6,164215.67,26304485.74,0.02,0.02
3709.96,3707.05,164186.26,26301939.03,164223.06,26306128.45,0.02,0.02
3709.97,3707.06,164193.57,26303582.53,164230.53,26307771,0.02,0.02
3709.98,3707.07,164200.8,26305226.11,164237.75,26309414.13,0.02,0.02
3709.99,3707.08,164207.99,26306869.76,164244.97,26311057.25,0.02,0.02
3710,3707.09,164252.26,26312682.81,164252.2,26312700.38,0,0
3710.01,3707.1,164259.57,26314327.4,164259.42,26314343.5,0,0
3710.02,3707.11,164266.88,26315972.07,164266.65,26315986.63,0,0
3710.03,3707.12,164274.05,26317616.8,164273.87,26317629.75,0,0
3710.04,3707.13,164281.29,26319261.61,164281.09,26319272.88,0,0
3710.05,3707.14,164288.63,26320906.49,164288.32,26320916,0,0
3710.06,3707.15,164295.92,26322551.44,164295.54,26322559.12,0,0
3710.07,3707.16,164303.11,26324196.47,164302.77,26324202.25,0,0
3710.08,3707.17,164310.45,26325841.57,164309.99,26325845.37,0,0
3710.09,3707.18,164317.64,26327486.74,164317.21,26327488.5,0,0
3710.1,3707.19,164324.83,26329131.99,164324.44,26329131.62,0,0
3710.11,3707.2,164332.1,26330777.3,164331.66,26330774.75,0,0
3710.12,3707.21,164339.26,26332422.69,164338.89,26332417.87,0,0
3710.13,3707.22,164346.39,26334068.15,164346.11,26334061,0,0
3710.14,3707.23,164353.59,26335713.68,164353.33,26335704.12,0,0
3710.15,3707.24,164360.78,26337359.29,164360.56,26337347.24,0,0
3710.16,3707.25,164367.97,26339004.96,164367.78,26338990.37,0,0
3710.17,3707.26,164375.21,26340650.71,164375.01,26340633.49,0,0
3710.18,3707.27,164382.49,26342296.53,164382.23,26342276.62,0,0
3710.19,3707.28,164389.72,26343942.42,164389.45,26343919.74,0,0
3710.2,3707.29,164396.89,26345588.39,164396.68,26345562.87,0,0
3710.21,3707.3,164403.88,26347168.58,164403.9,26347205.99,0,0
3710.22,3707.31,164411.07,26348814.69,164411.13,26348849.12,0,0
3710.23,3707.32,164418.26,26350460.87,164418.35,26350492.24,0,0
3710.24,3707.33,164425.7,26352107.12,164425.57,26352135.36,0,0
3710.25,3707.34,164432.92,26353753.45,164432.8,26353778.49,0,0
3710.26,3707.35,164440.1,26355399.85,164440.02,26355421.61,0,0
3710.27,3707.36,164447.29,26357046.32,164447.25,26357064.74,0,0
3710.28,3707.37,164454.49,26358692.86,164454.47,26358707.86,0,0
3710.29,3707.38,164461.72,26360339.47,164461.69,26360350.99,0,0
3710.3,3707.39,164468.93,26361986.16,164468.93,26361993.65,0,0
3710.31,3707.4,164476.08,26363632.92,164476.09,26363639.13,0,0
3710.32,3707.41,164483.3,26365279.75,164483.25,26365284.62,0,0
3710.33,3707.42,164490.53,26366926.65,164490.41,26366930.1,0,0
3710.34,3707.43,164497.73,26368573.63,164497.56,26368575.59,0,0
3710.35,3707.44,164504.95,26370220.67,164504.72,26370221.07,0,0
3710.36,3707.45,164512.14,26371867.79,164511.88,26371866.55,0,0
3710.37,3707.46,164519.36,26373514.98,164519.04,26373512.04,0,0
3710.38,3707.47,164526.57,26375162.25,164526.2,26375157.52,0,0
3710.39,3707.48,164533.7,26376809.58,164533.35,26376803.01,0,0
3710.4,3707.49,164540.94,26378456.99,164540.51,26378448.49,0,0
3710.41,3707.5,164548.14,26380104.47,164547.67,26380093.98,0,0
3710.42,3707.51,164555.31,26381752.02,164554.83,26381739.46,0,0
3710.43,3707.52,164562.47,26383399.65,164561.99,26383384.94,0,0
3710.44,3707.53,164569.64,26385047.34,164569.15,26385030.43,0,0
3710.45,3707.54,164576.79,26386695.11,164576.3,26386675.91,0,0
3710.46,3707.55,164583.99,26388342.95,164583.46,26388321.4,0,0
3710.47,3707.56,164591.17,26389990.86,164590.62,26389966.88,0,0
3710.48,3707.57,164598.34,26391638.84,164597.78,26391612.37,0,0
3710.49,3707.58,164605.5,26393286.89,164604.94,26393257.85,0,0
3710.5,3707.59,164612.73,26394935.02,164612.09,26394903.33,0,0
3710.51,3707.6,164619.87,26396583.22,164619.25,26396548.82,0,0
3710.52,3707.61,164626.99,26398231.49,164626.41,26398194.3,0,0
3710.53,3707.62,164634.12,26399879.83,164633.57,26399839.79,0,0
3710.54,3707.63,164641.06,26401462.3,164640.73,26401485.27,0,0
3710.55,3707.64,164648.22,26403110.78,164647.88,26403130.76,0,0
3710.56,3707.65,164655.33,26404759.34,164655.04,26404776.24,0,0
3710.57,3707.66,164662.58,26406407.96,164662.2,26406421.72,0,0
3710.58,3707.67,164669.69,26408056.66,164669.36,26408067.21,0,0
3710.59,3707.68,164676.8,26409705.43,164676.52,26409712.69,0,0
3710.6,3707.69,164683.86,26411354.27,164683.68,26411358.18,0,0
3710.61,3707.7,164691,26413003.18,164690.83,26413003.66,0,0
3710.62,3707.71,164698.13,26414652.16,164697.99,26414649.15,0,0
3710.63,3707.72,164705.18,26416301.21,164705.15,26416294.62,0,0
3710.64,3707.73,164712.36,26417950.34,164712.17,26417942.43,0,0
3710.65,3707.74,164719.49,26419599.53,164719.2,26419590.24,0,0
3710.66,3707.75,164726.59,26421248.8,164726.22,26421238.05,0,0
3710.67,3707.76,164733.63,26422898.14,164733.24,26422885.86,0,0
3710.68,3707.77,164740.74,26424547.54,164740.26,26424533.67,0,0
3710.69,3707.78,164747.77,26426197.02,164747.29,26426181.48,0,0
3710.7,3707.79,164754.85,26427846.57,164754.31,26427829.29,0,0
3710.71,3707.8,164761.91,26429496.19,164761.33,26429477.1,0,0
3710.72,3707.81,164768.9,26431145.88,164768.35,26431124.91,0,0
3710.73,3707.82,164775.94,26432795.65,164775.38,26432772.72,0,0
3710.74,3707.83,164782.9,26434445.48,164782.4,26434420.54,0,0
3710.75,3707.84,164790.01,26436095.38,164789.42,26436068.35,0,0
3710.76,3707.85,164797.09,26437745.35,164796.45,26437716.16,0,0
3710.77,3707.86,164804.12,26439395.4,164803.47,26439363.97,0,0
3710.78,3707.87,164811.16,26441045.51,164810.49,26441011.78,0,0
3710.79,3707.88,164818.17,26442695.69,164817.51,26442659.59,0,0
3710.8,3707.89,164825.27,26444345.95,164824.54,26444307.4,0,0
3710.81,3707.9,164832.26,26445996.27,164831.56,26445955.21,0,0
3710.82,3707.91,164839.23,26447646.67,164838.58,26447603.02,0,0
3710.83,3707.92,164846.2,26449297.13,164845.6,26449250.83,0,0
3710.84,3707.93,164853.27,26450947.67,164852.63,26450898.64,0,0
3710.85,3707.94,164860.31,26452598.28,164859.65,26452546.45,0,0
3710.86,3707.95,164867.04,26454182.92,164866.67,26454194.26,0,0
3710.87,3707.96,164874.01,26455833.67,164873.69,26455842.07,0,0
3710.88,3707.97,164881.04,26457484.48,164880.72,26457489.88,0,0
3710.89,3707.98,164888.06,26459135.36,164887.74,26459137.69,0,0
3710.9,3707.99,164895.07,26460786.32,164894.76,26460785.5,0,0
3710.91,3708,164902.1,26462437.34,164901.79,26462433.31,0,0
3710.92,3708.01,164909.08,26464088.44,164908.81,26464081.12,0,0
3710.93,3708.02,164916.15,26465739.6,164915.83,26465728.93,0,0
3710.94,3708.03,164923.09,26467390.84,164922.85,26467376.74,0,0
3710.95,3708.04,164930.04,26469042.14,164929.88,26469024.55,0,0
3710.96,3708.05,164936.99,26470693.52,164936.89,26470672.79,0,0
3710.97,3708.06,164943.92,26472344.96,164943.84,26472322.9,0,0
3710.98,3708.07,164950.87,26473996.47,164950.79,26473973,0,0
3710.99,3708.08,164957.84,26475648.06,164957.74,26475623.1,0,0
3711,3708.09,164964.86,26477299.71,164964.69,26477273.2,0,0
